id,licenseSeries,licenseSeriesName,licenseCode,licenseName,ncsCategoryCode1,ncsCategoryName1,ncsCategoryCode2,ncsCategoryName2
557,4,4,7795,사진기능사,23,인쇄 목재 가구 공예,231,인쇄 사진
558,4,4,7796,컴퓨터그래픽스운용기능사,8,문화 예술 디자인 방송,82,디자인
559,4,4,7798,웹디자인기능사,8,문화 예술 디자인 방송,82,디자인
560,4,4,7834,타워크레인운전기능사,14,건설,146,건설기계운전
561,4,4,7835,컨테이너크레인운전기능사,14,건설,146,건설기계운전
562,4,4,7861,기중기운전기능사,14,건설,146,건설기계운전
563,4,4,7862,굴삭기운전기능사,14,건설,146,건설기계운전
564,4,4,7863,불도저운전기능사,14,건설,146,건설기계운전
565,4,4,7864,천장크레인운전기능사,14,건설,146,건설기계운전
566,4,4,7866,로더운전기능사,14,건설,146,건설기계운전
567,4,4,7871,롤러운전기능사,14,건설,146,건설기계운전
568,4,4,7875,지게차운전기능사,14,건설,146,건설기계운전
569,4,4,7888,광고도장기능사,17,재료,175,도장 도금
570,4,4,7889,보석가공기능사,23,인쇄 목재 가구 공예,232,목재 가구 공예
571,4,4,7890,도자공예기능사,23,인쇄 목재 가구 공예,232,목재 가구 공예
572,4,4,7892,제과기능사,22,식품 가공,222,제과 제빵
573,4,4,7893,제빵기능사,22,식품 가공,222,제과 제빵
574,4,4,7900,조경기능사,14,건설,143,조경
575,4,4,7901,원예기능사,24,농림어업,241,농업
576,4,4,7904,신발류제조기능사,19,섬유 의복,192,의복
577,4,4,7908,이용사,12,이용 숙박 여행 오락 스포츠,121,이용 미용
578,4,4,7910,한식조리기능사,13,음식서비스,131,조리
579,4,4,7911,양식조리기능사,13,음식서비스,131,조리
580,4,4,7912,일식조리기능사,13,음식서비스,131,조리
581,4,4,7913,중식조리기능사,13,음식서비스,131,조리
582,4,4,7914,복어조리기능사,13,음식서비스,131,조리
583,4,4,7916,조주기능사,13,음식서비스,131,조리
584,4,4,7917,피아노조율기능사,23,인쇄 목재 가구 공예,232,목재 가구 공예
585,4,4,7918,환경기능사,26,환경 에너지,261,환경
586,4,4,7920,영사기능사,8,문화 예술 디자인 방송,83,방송
587,4,4,7930,양화장치운전기능사,14,건설,146,건설기계운전
588,4,4,7931,양복기능사,19,섬유 의복,192,의복
589,4,4,7932,양장기능사,19,섬유 의복,192,의복
590,4,4,7937,미용사(일반),12,이용 숙박 여행 오락 스포츠,121,이용 미용
591,4,4,7940,승강기기능사,16,기계,162,기계장비설비 설치
592,4,4,7947,미용사(피부),12,이용 숙박 여행 오락 스포츠,121,이용 미용
593,4,4,7957,미용사(네일),12,이용 숙박 여행 오락 스포츠,121,이용 미용
594,4,4,7960,세탁기능사,19,섬유 의복,192,의복
595,4,4,7967,미용사(메이크업),12,이용 숙박 여행 오락 스포츠,121,이용 미용
596,4,4,7970,화약취급기능사,15,광업자원,151,채광
597,4,4,7980,보석감정사,23,인쇄 목재 가구 공예,232,목재 가구 공예
598,4,4,7992,떡제조기능사,22,식품 가공,222,제과 제빵
599,3,3,9105,국제의료관광코디네이터,6,보건 의료,61,보건 의료
600,3,3,9510,직업상담사1급,7,사회복지 종교,71,사회복지 종교
601,3,3,9511,직업상담사2급,7,사회복지 종교,71,사회복지 종교
602,3,3,9520,사회조사분석사1급,2,경영 회계 사무,21,경영
603,3,3,9521,사회조사분석사2급,2,경영 회계 사무,21,경영
604,15,15,9530,전자상거래관리사1급,10,영업 판매,101,영업 판매
605,3,3,9535,컨벤션기획사1급,2,경영 회계 사무,21,경영
606,3,3,9536,컨벤션기획사2급,2,경영 회계 사무,21,경영
607,3,3,9537,소비자전문상담사1급,2,경영 회계 사무,21,경영
608,3,3,9538,소비자전문상담사2급,2,경영 회계 사무,21,경영
609,3,3,9539,임상심리사1급,6,보건 의료,61,보건 의료
610,3,3,9540,임상심리사2급,6,보건 의료,61,보건 의료
611,3,3,9541,텔레마케팅관리사,10,영업 판매,101,영업 판매
612,3,3,9545,멀티미디어콘텐츠제작전문가,21,정보통신,211,정보기술
613,3,3,9546,스포츠경영관리사,12,이용 숙박 여행 오락 스포츠,122,숙박 여행 오락 스포츠
614,15,15,9611,컴퓨터활용능력1급,2,경영 회계 사무,23,사무
615,15,15,9612,컴퓨터활용능력2급,2,경영 회계 사무,23,사무
616,15,15,9621,전산회계운용사1급,2,경영 회계 사무,22,회계
617,15,15,9622,전산회계운용사2급,2,경영 회계 사무,22,회계
618,15,15,9623,전산회계운용사3급,2,경영 회계 사무,22,회계
619,15,15,9937,비서1급,2,경영 회계 사무,23,사무
620,15,15,9938,비서2급,2,경영 회계 사무,23,사무
621,15,15,9939,비서3급,2,경영 회계 사무,23,사무
622,15,15,9940,전자상거래운용사,10,영업 판매,101,영업 판매
623,15,15,9961,워드프로세서,2,경영 회계 사무,23,사무
624,15,15,9971,한글속기1급,2,경영 회계 사무,23,사무
625,15,15,9972,한글속기2급,2,경영 회계 사무,23,사무
626,15,15,9973,한글속기3급,2,경영 회계 사무,23,사무
