id,career,engJmNm,hist,implNm,instiNm,jmNm,job,mdobligFldNm,seriesNm,summary,trend
1354,None,None,Industrial Engineer Steel Making (Continuous Casting),None,한국산업인력공단,고용노동부,제강산업기사,None,금속.재료,기사,None,None
1355,None,None,Industrial Engineer Steel Making (Electric Futnace),None,한국산업인력공단,고용노동부,제강산업기사,None,금속.재료,기사,None,None
1356,None,None,Industrial Engineer Steel Making (Ingot Making),None,한국산업인력공단,고용노동부,제강산업기사,None,금속.재료,기사,None,None
1357,None,None,None,None,한국산업인력공단,고용노동부,제선기능사1급,None,금속.재료,기사,None,None
1358,None,None,Industrial Engineer Iron Making (Blart Furnace),None,한국산업인력공단,고용노동부,제선산업기사,None,금속.재료,기사,None,None
1359,None,None,Industrial Engineer Iron Making (Sintering),None,한국산업인력공단,고용노동부,제선산업기사,None,금속.재료,기사,None,None
1360,None,None,Industrial Engineer Coke Making,None,한국산업인력공단,고용노동부,코크스산업기사,None,금속.재료,기사,None,None
1361,None,None,None,None,한국산업인력공단,산업자원부,공구제작기능사1급,None,금형.공작기계,기사,None,None
1362,None,None,None,None,한국산업인력공단,산업통상자원부,금형공구기능사1급,None,금형.공작기계,기사,None,None
1363,None,None,Die and Mold Making Technician,None,한국산업인력공단,산업통상자원부,금형다기능기술자,None,금형.공작기계,기사,None,None
1364,None,초·중·고등학교 특수학교에서 전문상담교사로 활동할 수 있다.  최근 집단따돌림 학교폭력 등 청소년문제가 사회 문제화되면서 청소년 상담에 대한 필 요성과 관심이 증가하고 있다. 그 동안 교과를 담당하는 교사들이 상담교사를 겸하는  경우가 많았으나 향후에는 청소년이 안고 있는 각종 고민과 문제들을 전문으로 상담하 는 교사들을 충원하여 상담활동을 강화할 것으로 예상됨에 따라 자격을 갖춘 전문상담 교사의 수요도 함께 증가할 것으로 기대된다.,Class Ⅰ Craftsman Extrusion Die,None,한국산업인력공단,산업자원부,사출금형기능사1급,학생들의 생활지도 계획을 수립하고 관리·조정하고 진로고민 교우관계 등 학생들이 가 지고 있는 각종 문제들에 대해 상담. 또한 학생 생활지도정책 및 방법에 대한 계획을  수립하며 생활지도에 관련된 자료 보고서 및 기록 등을 관리. 그리고 지역사회 관련기 관 또는 학교 관련기관과 협의하여 생활지도 활동을 조정하며 학생상담의 효율성을 높 이기 위해 조사·연구담당.,금형.공작기계,기사,청소년기는 급격한 신체적 변화와 함께 사춘기를 겪으면서 정신적으로도 성숙해지는 시 기로 이들이 학교내외 생활에서 경험하게 되는 문제들에 대한 상담은 건전한 성장을 위 해 매우 중요하다. 이에 따라 소정의 전문상담과정을 이수한 교사로 하여금 학생상담 을 담당하도록 하기 위하는데 자격의 목적이 있다.,None
1365,None,None,None,None,한국산업인력공단,산업자원부,사출금형기능사1급,None,금형.공작기계,기사,None,None
1366,None,- 금형제작업체 자동화기계 및 설비업체 자동차 전기 및 전기기기생산업체 각종 기구설계 등 기계 및 금속제품 생산업체의 설계실 등으로 진출할 수 있다. - 금형은 우리가 매일 사용하는 전기 전자제품을 비롯하여 자동차 철도 선박 항공기 등의 수송기계와 반도체 통신기기 산업기계 정밀기계 광학기기 농업 건축 용기기 완구 등을 제조하는데 필수적으로 이용되는 만큼 그 용도는 실로 광범위하고 다양하다. 금형의 정밀도가 일반급인 사출금형의 경우 국내 기술수준이 선진국과 동등할 정도의 수준이며 부가가치가 큰 의학 분야의 의치 및 인공 뼈 분야에 진출하여 경쟁력을 넓히고 있다. 또한 금형업체의 상당부분이 사출금형이고 인력도 부족 한 상태여서 취업하는데 밝을 전망이다.,Industrial Engineer Injection Mould Making,`74.10.16.대통령령 제7283호`83년12.20.대통령령 제11281호`87.7.1.대통령령 제12195호`91년.10.31대통령령 제13494호 `95년.10.16.대통령령 제14783호`98.5.9대통령령 제15794호현재사출금형기능사1급금형공구기능사1급금형공구기능사1급사출프레스금형기능사1급 중 택일사출프레스금형기능사1급 중 택일사출 프레스금형산업기사 중 택일사출 프레스금형산업기사 중 택일프레스금형기능사1급기계검사및설치기능사1급공구제작기능사1급정밀측정기능사1급금형다기능기술자금형설계기사2급(사출)사출금형설계기사2급사출금형설계기사2급사출금형산업기사사출금형산업기사사출금형기능사1급사출금형기능사1급,한국산업인력공단,산업통상자원부,사출금형산업기사,단일공정 및 여러 단계의 공정에 맞게 형을 만드는 작업을 하기 위해 금형의 제작순서와 수량을 결정하며 성형작업 방법과 기계에 관한 지식을 기초로 하여 필요한 금형의 형태를 결정하고 금형제작에 필요한 금형의 크기와 치수를 표시한 각각의 금형세트를 설계하고 가공 제작 검사하는 업무 수행.,금형.공작기계,기사,사출금형은 전연성 유동성이 있는 재료를 녹여 형틀에 부은 후 굳혀서 제품을 만들어내는 금형(mold)을 말한다. 이러한 금형은 각종 제품을 만드는 데 반드시 필요하기 때문에 그만 큼 중요한 분야이면서 정통 기계분야로서 산업발달의 기초가 된다. 따라서 사출금형을 이용하여 다양한 고품질의 제품을 만들어 내기 위해 이를 정교하게 설계할 전문기술인 력이 필요하게 됨에 따라 자격제도 제정.,- 사출금형의 설계나 주어진 공작기계와 수공구를 사용하여 철 및 비철금속 재료를 도면의 요구대로 필요한 형상과 치수로 사출해 낼수 있는 사출금형 제작
1367,None,- 금형제작업체 자동화기계 및 설비업체 자동차 전기 및 전기기기생산업체 각종 기구설계 등 기계 및 금속제품 생산업체의 설계실 등으로 진출할 수 있다. - 금형은 우리가 매일 사용하는 전기 전자제품을 비롯하여 자동차 철도 선박 항공기 등의 수송기계와 반도체 통신기기 산업기계 정밀기계 광학기기 농업 건축 용기기 완구 등을 제조하는데 필수로 이용되는 만큼 그 용도는 실로 광범위하고 다양하다. 금형의 정밀도가 일반급인 사출금형의 경우 국내 기술수준이 선진국과 동등할 정도의 수준이며 부가가치가 큰 의학 분야의 의치 및 인공 뼈 분야에 진출하여 경쟁력을 넓히고 있다. 또한 금형업체의 상당부분이 사출금형이고 인력도 부족한 상태여서 취업하는데 밝을 전망이다.,Engineer Injection Mould Design,’87.07.01. 대통령령 제12195호’91.10.31.대통령령 제13494호’98.05.09. 대통령령 제15794호현재금형설계기사1급(사출)사출금형설계기사1급사출금형설계기사사출금형설계기사,한국산업인력공단,산업통상자원부,사출금형설계기사,단일공정 및 여러 단계의 공정에 맞게 형을 만드는 작업을 하기 위해 금형의 제작순서와 수량을 결정하고 성형작업방법과 기계에 관한 지식을 기초로 하여 필요한 금형의 형태를 결정하며 금형제작에 필요한 금형의 크기와 치수를 표시한 각각의 금형세트를 설계하고 또한 생산기계에 새로 개발한 금형세트를 설치하여 시험해 보고 재설계할 것인지 또는 생산작업에 이용될 수 있는지의 여부를 결정.,금형.공작기계,기사,사출금형은 전연성 유동성이 있는 재료를 녹여 형틀에 부은 후 굳혀서 제품을 만들어내는 금형(mold)을 말한다. 이러한 금형은 각종 제품을 만드는 데 반드시 필요하기 때문에 그만큼 중요한 분야이면서 정통 기계분야로서 산업발달의 기초가 된다. 따라서 사출금형을 이용하여 다양한 고품질의 제품을 만들어 내기 위하여 이를 정교하게 설계할 전문기술인력이 필요하게 됨에 따라 자격제도 제정.,- 제품도및 요구사항에 맞추어 경제성 있는 금형구조를 결정하고 2차원 및 3차원 설계프로그램을 사용하여 사출금형 설계
1368,None,None,Class Ⅰ Craftsman Tool and Die Making,None,한국산업인력공단,산업자원부,프레스금형기능사1급,None,금형.공작기계,기사,None,None
1369,None,None,None,None,한국산업인력공단,산업자원부,프레스금형기능사1급,None,금형.공작기계,기사,None,None
1370,None,- 금형제작업체 자동화기계 및 설비업체 자동차 전기 및 전기기기생산업체 각종 기구설계 등 기계 및 금속제품 생산업체의 설계실 등으로 진출할 수 있다. - 금형은 우리가 매일 사용하는 전기 전자제품을 비롯하여 자동차 철도 선박 항공기 등의 수송기계와 반도체 통신기기 산업기계 정밀기계 광학기기 농업 건축용 기기 완구 등을 제조하는데 필수적으로 이용되는 만큼 그 용도는 실로 광범위하고 다양하다. 금형의 정밀도가 일반급인 프레스금형의 경우 국내 기술수준이 선진국과 동등할 정도의 수준이며 부가가치가 큰 의학 분야의 의치 및 인공 뼈 분야에 진출하 여 경쟁력을 넓히고 있다. 또한 금형업체의 1/3이상이 프레스 금형으로 금형작업의 특성상 정밀도를 요하기 때문에 인력이 부족한 상태여서 취업 하는데 밝을전망이다. 자동화 관련 CAD/CAM 시스템 및 CNC 공작기계의 보급 등 생산설비의 자동화가 추진됨에 따라 단순 기계작업 위주에서 인체공학적 설계를 기반으로 하는 고난이도의 고급 금형기술로 발전할 전망이다.,Industrial Engineer Press Die Making,1974년(대통령령 제7283호 1974.10.16)1983년(대통령령 제11281호 1983.12.20)1987년(대통령령 제12195호 1987.7.1)1991년(대통령령 제13494호 1991.10.31)1995년(대통령령 제14783호 1995.10.16)1998년(대통령령 제15794호 1998.5.9)사출금형기능사1급금형공구기능사1급금형공구기능사1급사출 프레스금형기능사1급 중 택일사출 프레스금형기능사1급 중 택일사출 프레스금형산업기사 중 택일프레스금형기능사1급기계검사및 설치기능사1급공구제작기능사1급정밀측정기능사1급금형다기능기술자금형설계기사2급(프레스)프레스금형설계기사2급프레스금형설계기사2급프레스금형산업기사프레스금형기능사1급프레스금형기능사1급,한국산업인력공단,산업통상자원부,프레스금형산업기사,생산제품의 특성 프레스의 특성 및 공정에 따라 모양을 찍어내고 형을 만들어 압축하는데 사용되는 단일공정 또는 여러 단계 공정의 금형을 설계하며 가공 제작 검사하는 업무 수행.,금형.공작기계,기사,프레스금형은 정통 기계분야로서 산업발달의 기초가 되며 프레스금형을 이용하여 다양한 고품질의 제품을 만들어내기 위한 기초 환경이다. 이에 따라 산업현장에서 필요로 하는 프레스금형분야의 전문인력을 양성하기 위해서 자격을 제정.,- 프레스금형의 설계와 밀링머신 선반 드릴링머신 연삭기 등의 공작기계와 줄 핸드 그라인더와 같은 수공구를 사용하여 금속재료를 가공 다듬질한 후 조립하여 원하는 형상으로 성형 가공할 수 있는 금속형틀을 제작
